id,orthography,reading,masteryKey,bccwjRank,bccwjOrigin,edictCommon,inKyoikuBasicVocab,inRokusyuTaisyo,rawPos,verbClass,endingGroup,teFormPattern,transitivity,englishPrimary,englishGlosses,alternateSpellings,sameSpellingOtherReadings,allowedInflections,inflectionNotes,dictionary_jp,dictionary_reading,polite_jp,polite_reading,politePast_jp,politePast_reading,politeNegative_jp,politeNegative_reading,negative_jp,negative_reading,past_jp,past_reading,te_jp,te_reading,potential_jp,potential_reading,passive_jp,passive_reading,causative_jp,causative_reading,causativePassive_jp,causativePassive_reading,volitional_jp,volitional_reading,ba_jp,ba_reading,tara_jp,tara_reading,imperative_jp,imperative_reading,prohibitive_jp,prohibitive_reading
verb-0798,秘める,ひめる,秘める,6839,和,True,True,False,v1,ichidan,ichidan_ru,ichidan-て,transitive,hide,hide | keep to oneself,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,秘める,ひめる,秘めます,ひめます,秘めました,ひめました,秘めません,ひめません,秘めない,ひめない,秘めた,ひめた,秘めて,ひめて,秘められる,ひめられる,秘められる,ひめられる,秘めさせる,ひめさせる,秘めさせられる,ひめさせられる,秘めよう,ひめよう,秘めれば,ひめれば,秘めたら,ひめたら,秘めろ,ひめろ,秘めるな,ひめるな
verb-0799,給う,たまう,給う,6870,和,False,True,False,v5u,godan,u,godan-って,unspecified,receive,receive | grant | bestow | award | semi-polite or endearing auxiliary verb indicating reception by the speaker (suffixed to the -masu stem of another verb),賜う,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,給う,たまう,給います,たまいます,給いました,たまいました,給いません,たまいません,給わない,たまわない,給った,たまった,給って,たまって,給える,たまえる,給われる,たまわれる,給わせる,たまわせる,給わせられる,たまわせられる,給おう,たまおう,給えば,たまえば,給ったら,たまったら,給え,たまえ,給うな,たまうな
verb-0800,交える,まじえる,交える,6874,和,True,True,False,v1,ichidan,ichidan_ru,ichidan-て,transitive,mix,"mix | combine | exchange (words, fire, etc.) | cross (e.g. swords) | join together",雑える,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,交える,まじえる,交えます,まじえます,交えました,まじえました,交えません,まじえません,交えない,まじえない,交えた,まじえた,交えて,まじえて,交えられる,まじえられる,交えられる,まじえられる,交えさせる,まじえさせる,交えさせられる,まじえさせられる,交えよう,まじえよう,交えれば,まじえれば,交えたら,まじえたら,交えろ,まじえろ,交えるな,まじえるな
verb-0801,来す,きたす,来す,6889,和,False,True,False,v5s,godan,su,godan-して,transitive,cause,cause | induce | bring about a result or state | produce,来たす,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,来す,きたす,来します,きたします,来しました,きたしました,来しません,きたしません,来さない,きたさない,来した,きたした,来して,きたして,来せる,きたせる,来される,きたされる,来させる,きたさせる,来させられる,きたさせられる,来そう,きたそう,来せば,きたせば,来したら,きたしたら,来せ,きたせ,来すな,きたすな
verb-0802,閉じ込める,とじこめる,閉じ込める,6912,和,False,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,lock up,lock up | shut up | imprison,閉じこめる | 閉込める,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,閉じ込める,とじこめる,閉じ込めます,とじこめます,閉じ込めました,とじこめました,閉じ込めません,とじこめません,閉じ込めない,とじこめない,閉じ込めた,とじこめた,閉じ込めて,とじこめて,閉じ込められる,とじこめられる,閉じ込められる,とじこめられる,閉じ込めさせる,とじこめさせる,閉じ込めさせられる,とじこめさせられる,閉じ込めよう,とじこめよう,閉じ込めれば,とじこめれば,閉じ込めたら,とじこめたら,閉じ込めろ,とじこめろ,閉じ込めるな,とじこめるな
verb-0803,鑑みる,かんがみる,鑑みる,6933,和,False,True,False,v1,ichidan,ichidan_ru,ichidan-て,transitive,heed,heed | take into account | learn from | take warning from | in view of | in the light of,鑒みる,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,鑑みる,かんがみる,鑑みます,かんがみます,鑑みました,かんがみました,鑑みません,かんがみません,鑑みない,かんがみない,鑑みた,かんがみた,鑑みて,かんがみて,鑑みられる,かんがみられる,鑑みられる,かんがみられる,鑑みさせる,かんがみさせる,鑑みさせられる,かんがみさせられる,鑑みよう,かんがみよう,鑑みれば,かんがみれば,鑑みたら,かんがみたら,鑑みろ,かんがみろ,鑑みるな,かんがみるな
verb-0804,引き寄せる,ひきよせる,引き寄せる,6949,和,False,True,False,v1,ichidan,ichidan_ru,ichidan-て,transitive,draw or pull something towards oneself (e.g. chair),draw or pull something towards oneself (e.g. chair),引寄せる | 引きよせる,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,引き寄せる,ひきよせる,引き寄せます,ひきよせます,引き寄せました,ひきよせました,引き寄せません,ひきよせません,引き寄せない,ひきよせない,引き寄せた,ひきよせた,引き寄せて,ひきよせて,引き寄せられる,ひきよせられる,引き寄せられる,ひきよせられる,引き寄せさせる,ひきよせさせる,引き寄せさせられる,ひきよせさせられる,引き寄せよう,ひきよせよう,引き寄せれば,ひきよせれば,引き寄せたら,ひきよせたら,引き寄せろ,ひきよせろ,引き寄せるな,ひきよせるな
verb-0805,吹き出す,ふきだす,吹き出す,6953,和,True,True,True,v5s,godan,su,godan-して,intransitive,spout out,"spout out | spurt out | gush out | jet out | sprout | bud | burst into laughter | blow (smoke, etc.) | send out shoots (of a tree)",噴き出す | 吹出す | 噴出す,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,吹き出す,ふきだす,吹き出します,ふきだします,吹き出しました,ふきだしました,吹き出しません,ふきだしません,吹き出さない,ふきださない,吹き出した,ふきだした,吹き出して,ふきだして,吹き出せる,ふきだせる,吹き出される,ふきだされる,吹き出させる,ふきださせる,吹き出させられる,ふきださせられる,吹き出そう,ふきだそう,吹き出せば,ふきだせば,吹き出したら,ふきだしたら,吹き出せ,ふきだせ,吹き出すな,ふきだすな
verb-0806,儲かる,もうかる,儲かる,6957,和,True,True,True,v5r,godan,ru,godan-って,intransitive,be profitable,be profitable | yield a profit,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,儲かる,もうかる,儲かります,もうかります,儲かりました,もうかりました,儲かりません,もうかりません,儲からない,もうからない,儲かった,もうかった,儲かって,もうかって,儲かれる,もうかれる,儲かられる,もうかられる,儲からせる,もうからせる,儲からせられる,もうからせられる,儲かろう,もうかろう,儲かれば,もうかれば,儲かったら,もうかったら,儲かれ,もうかれ,儲かるな,もうかるな
verb-0807,握り締める,にぎりしめる,握り締める,6964,和,True,True,False,v1,ichidan,ichidan_ru,ichidan-て,transitive,grasp tightly,grasp tightly,握り緊める | 握りしめる,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,握り締める,にぎりしめる,握り締めます,にぎりしめます,握り締めました,にぎりしめました,握り締めません,にぎりしめません,握り締めない,にぎりしめない,握り締めた,にぎりしめた,握り締めて,にぎりしめて,握り締められる,にぎりしめられる,握り締められる,にぎりしめられる,握り締めさせる,にぎりしめさせる,握り締めさせられる,にぎりしめさせられる,握り締めよう,にぎりしめよう,握り締めれば,にぎりしめれば,握り締めたら,にぎりしめたら,握り締めろ,にぎりしめろ,握り締めるな,にぎりしめるな
verb-0808,育む,はぐくむ,育む,6971,和,True,True,False,v5m,godan,mu,godan-んで,transitive,raise,raise | rear | bring up,育くむ,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,育む,はぐくむ,育みます,はぐくみます,育みました,はぐくみました,育みません,はぐくみません,育まない,はぐくまない,育んだ,はぐくんだ,育んで,はぐくんで,育める,はぐくめる,育まれる,はぐくまれる,育ませる,はぐくませる,育ませられる,はぐくませられる,育もう,はぐくもう,育めば,はぐくめば,育んだら,はぐくんだら,育め,はぐくめ,育むな,はぐくむな
verb-0809,装う,よそおう,装う,6973,和,True,True,True,v5u,godan,u,godan-って,transitive,dress,dress | pretend | feign,粧う,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,装う,よそおう,装います,よそおいます,装いました,よそおいました,装いません,よそおいません,装わない,よそおわない,装った,よそおった,装って,よそおって,装える,よそおえる,装われる,よそおわれる,装わせる,よそおわせる,装わせられる,よそおわせられる,装おう,よそおおう,装えば,よそおえば,装ったら,よそおったら,装え,よそおえ,装うな,よそおうな
verb-0810,凝らす,こらす,凝らす,6979,和,False,True,True,v5s,godan,su,godan-して,transitive,concentrate,concentrate | devote | apply | strain | rack,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,凝らす,こらす,凝らします,こらします,凝らしました,こらしました,凝らしません,こらしません,凝らさない,こらさない,凝らした,こらした,凝らして,こらして,凝らせる,こらせる,凝らされる,こらされる,凝らさせる,こらさせる,凝らさせられる,こらさせられる,凝らそう,こらそう,凝らせば,こらせば,凝らしたら,こらしたら,凝らせ,こらせ,凝らすな,こらすな
verb-0811,纏う,まとう,纏う,6982,和,False,True,False,v5u,godan,u,godan-って,unspecified,put on,put on | wear | be clad in,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,纏う,まとう,纏います,まといます,纏いました,まといました,纏いません,まといません,纏わない,まとわない,纏った,まとった,纏って,まとって,纏える,まとえる,纏われる,まとわれる,纏わせる,まとわせる,纏わせられる,まとわせられる,纏おう,まとおう,纏えば,まとえば,纏ったら,まとったら,纏え,まとえ,纏うな,まとうな
verb-0812,催す,もよおす,催す,6984,和,True,True,True,v5s,godan,su,godan-して,transitive,hold (a meeting),"hold (a meeting) | give (a dinner) | show signs of | feel (sensation, emotion, etc.)",,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,催す,もよおす,催します,もよおします,催しました,もよおしました,催しません,もよおしません,催さない,もよおさない,催した,もよおした,催して,もよおして,催せる,もよおせる,催される,もよおされる,催させる,もよおさせる,催させられる,もよおさせられる,催そう,もよおそう,催せば,もよおせば,催したら,もよおしたら,催せ,もよおせ,催すな,もよおすな
verb-0813,起き上がる,おきあがる,起き上がる,6990,和,True,True,True,v5r,godan,ru,godan-って,intransitive,rise,rise | erect | get up,起きあがる | 起き上る | 起上がる | 起上る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,起き上がる,おきあがる,起き上がります,おきあがります,起き上がりました,おきあがりました,起き上がりません,おきあがりません,起き上がらない,おきあがらない,起き上がった,おきあがった,起き上がって,おきあがって,起き上がれる,おきあがれる,起き上がられる,おきあがられる,起き上がらせる,おきあがらせる,起き上がらせられる,おきあがらせられる,起き上がろう,おきあがろう,起き上がれば,おきあがれば,起き上がったら,おきあがったら,起き上がれ,おきあがれ,起き上がるな,おきあがるな
verb-0814,差し上げる,さしあげる,差し上げる,7003,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,give,give | offer | lift up | hold up | raise,差上げる,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,差し上げる,さしあげる,差し上げます,さしあげます,差し上げました,さしあげました,差し上げません,さしあげません,差し上げない,さしあげない,差し上げた,さしあげた,差し上げて,さしあげて,差し上げられる,さしあげられる,差し上げられる,さしあげられる,差し上げさせる,さしあげさせる,差し上げさせられる,さしあげさせられる,差し上げよう,さしあげよう,差し上げれば,さしあげれば,差し上げたら,さしあげたら,差し上げろ,さしあげろ,差し上げるな,さしあげるな
verb-0815,嵌める,はめる,嵌める,7008,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,insert,"insert | put in (such that there is a snug fit) | button | put on (something that envelopes, e.g. gloves, ring) | have sex | fuck | pigeonhole (into a particular category) | place a ring-shaped object around something (esp. one that restricts freedom, such as handcuffs) | entrap | set someone up (i.e. frame them for a crime, etc.)",填める | 篏める | 塡める,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,嵌める,はめる,嵌めます,はめます,嵌めました,はめました,嵌めません,はめません,嵌めない,はめない,嵌めた,はめた,嵌めて,はめて,嵌められる,はめられる,嵌められる,はめられる,嵌めさせる,はめさせる,嵌めさせられる,はめさせられる,嵌めよう,はめよう,嵌めれば,はめれば,嵌めたら,はめたら,嵌めろ,はめろ,嵌めるな,はめるな
verb-0816,吠える,ほえる,吠える,7013,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,intransitive,bark,bark | bay | howl | bellow | roar | cry,吠る | 吼える,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,吠える,ほえる,吠えます,ほえます,吠えました,ほえました,吠えません,ほえません,吠えない,ほえない,吠えた,ほえた,吠えて,ほえて,吠えられる,ほえられる,吠えられる,ほえられる,吠えさせる,ほえさせる,吠えさせられる,ほえさせられる,吠えよう,ほえよう,吠えれば,ほえれば,吠えたら,ほえたら,吠えろ,ほえろ,吠えるな,ほえるな
verb-0817,唸る,うなる,唸る,7040,和,True,True,True,v5r,godan,ru,godan-って,both,groan,"groan | moan | roar | howl | growl | hum (e.g. engine, wires in wind) | buzz | sough | low, dull sound | ooh and aah (in admiration) | sing in a strong, low voice (esp. traditional chant or recitation)",呻る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,唸る,うなる,唸ります,うなります,唸りました,うなりました,唸りません,うなりません,唸らない,うならない,唸った,うなった,唸って,うなって,唸れる,うなれる,唸られる,うなられる,唸らせる,うならせる,唸らせられる,うならせられる,唸ろう,うなろう,唸れば,うなれば,唸ったら,うなったら,唸れ,うなれ,唸るな,うなるな
verb-0818,練る,ねる,練る,7046,和,True,True,True,v5r,godan,ru,godan-って,both,knead,"knead | thicken into a paste (stirring over a flame) | polish (a plan, etc.) | refine | elaborate | work out | train | drill | exercise | gloss (silk) | soften | degum | tan (leather) | temper (steel) | walk in procession | parade | march",煉る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,練る,ねる,練ります,ねります,練りました,ねりました,練りません,ねりません,練らない,ねらない,練った,ねった,練って,ねって,練れる,ねれる,練られる,ねられる,練らせる,ねらせる,練らせられる,ねらせられる,練ろう,ねろう,練れば,ねれば,練ったら,ねったら,練れ,ねれ,練るな,ねるな
verb-0819,例える,たとえる,例える,7051,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,compare,compare | liken | speak figuratively | illustrate | use a simile,譬える | 喩える,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,例える,たとえる,例えます,たとえます,例えました,たとえました,例えません,たとえません,例えない,たとえない,例えた,たとえた,例えて,たとえて,例えられる,たとえられる,例えられる,たとえられる,例えさせる,たとえさせる,例えさせられる,たとえさせられる,例えよう,たとえよう,例えれば,たとえれば,例えたら,たとえたら,例えろ,たとえろ,例えるな,たとえるな
verb-0820,来たる,きたる,来たる,7055,和,True,True,False,v5r,godan,ru,godan-って,intransitive,come,"come | arrive | be due to | next (e.g. ""next April"") | forthcoming | coming",来る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,来たる,きたる,来たります,きたります,来たりました,きたりました,来たりません,きたりません,来たらない,きたらない,来たった,きたった,来たって,きたって,来たれる,きたれる,来たられる,きたられる,来たらせる,きたらせる,来たらせられる,きたらせられる,来たろう,きたろう,来たれば,きたれば,来たったら,きたったら,来たれ,きたれ,来たるな,きたるな
verb-0821,暮れる,くれる,暮れる,7057,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,intransitive,get dark,get dark | end | come to an end | close | run out | be sunk (e.g. in despair) | be lost,眩れる | 暗れる,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,暮れる,くれる,暮れます,くれます,暮れました,くれました,暮れません,くれません,暮れない,くれない,暮れた,くれた,暮れて,くれて,暮れられる,くれられる,暮れられる,くれられる,暮れさせる,くれさせる,暮れさせられる,くれさせられる,暮れよう,くれよう,暮れれば,くれれば,暮れたら,くれたら,暮れろ,くれろ,暮れるな,くれるな
verb-0822,緩める,ゆるめる,緩める,7062,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,loosen,loosen | slow down,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,緩める,ゆるめる,緩めます,ゆるめます,緩めました,ゆるめました,緩めません,ゆるめません,緩めない,ゆるめない,緩めた,ゆるめた,緩めて,ゆるめて,緩められる,ゆるめられる,緩められる,ゆるめられる,緩めさせる,ゆるめさせる,緩めさせられる,ゆるめさせられる,緩めよう,ゆるめよう,緩めれば,ゆるめれば,緩めたら,ゆるめたら,緩めろ,ゆるめろ,緩めるな,ゆるめるな
verb-0823,励む,はげむ,励む,7070,和,True,True,True,v5m,godan,mu,godan-んで,unspecified,be zealous,be zealous | brace oneself | endeavour | endeavor | strive | make an effort,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,励む,はげむ,励みます,はげみます,励みました,はげみました,励みません,はげみません,励まない,はげまない,励んだ,はげんだ,励んで,はげんで,励める,はげめる,励まれる,はげまれる,励ませる,はげませる,励ませられる,はげませられる,励もう,はげもう,励めば,はげめば,励んだら,はげんだら,励め,はげめ,励むな,はげむな
verb-0824,弾む,はずむ,弾む,7077,和,True,True,True,v5m,godan,mu,godan-んで,intransitive,spring,spring | bound | bounce | be stimulated | be encouraged | get lively | treat oneself to | splurge on,勢む,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,弾む,はずむ,弾みます,はずみます,弾みました,はずみました,弾みません,はずみません,弾まない,はずまない,弾んだ,はずんだ,弾んで,はずんで,弾める,はずめる,弾まれる,はずまれる,弾ませる,はずませる,弾ませられる,はずませられる,弾もう,はずもう,弾めば,はずめば,弾んだら,はずんだら,弾め,はずめ,弾むな,はずむな
verb-0825,慰める,なぐさめる,慰める,7087,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,comfort,comfort | console | amuse,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,慰める,なぐさめる,慰めます,なぐさめます,慰めました,なぐさめました,慰めません,なぐさめません,慰めない,なぐさめない,慰めた,なぐさめた,慰めて,なぐさめて,慰められる,なぐさめられる,慰められる,なぐさめられる,慰めさせる,なぐさめさせる,慰めさせられる,なぐさめさせられる,慰めよう,なぐさめよう,慰めれば,なぐさめれば,慰めたら,なぐさめたら,慰めろ,なぐさめろ,慰めるな,なぐさめるな
verb-0826,担ぐ,かつぐ,担ぐ,7113,和,True,True,True,v5g,godan,gu,godan-いで,transitive,shoulder,shoulder | carry on one's shoulder | take (someone) for a ride | deceive | take in,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,担ぐ,かつぐ,担ぎます,かつぎます,担ぎました,かつぎました,担ぎません,かつぎません,担がない,かつがない,担いだ,かついだ,担いで,かついで,担げる,かつげる,担がれる,かつがれる,担がせる,かつがせる,担がせられる,かつがせられる,担ごう,かつごう,担げば,かつげば,担いだら,かついだら,担げ,かつげ,担ぐな,かつぐな
verb-0827,近寄る,ちかよる,近寄る,7121,和,True,True,True,v5r,godan,ru,godan-って,intransitive,approach,approach | draw near,近よる,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,近寄る,ちかよる,近寄ります,ちかよります,近寄りました,ちかよりました,近寄りません,ちかよりません,近寄らない,ちかよらない,近寄った,ちかよった,近寄って,ちかよって,近寄れる,ちかよれる,近寄られる,ちかよられる,近寄らせる,ちかよらせる,近寄らせられる,ちかよらせられる,近寄ろう,ちかよろう,近寄れば,ちかよれば,近寄ったら,ちかよったら,近寄れ,ちかよれ,近寄るな,ちかよるな
verb-0828,踏み出す,ふみだす,踏み出す,7131,和,False,True,False,v5s,godan,su,godan-して,intransitive,step forward,step forward | step forth | advance | start | embark on | set forth on | take steps toward,踏出す,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,踏み出す,ふみだす,踏み出します,ふみだします,踏み出しました,ふみだしました,踏み出しません,ふみだしません,踏み出さない,ふみださない,踏み出した,ふみだした,踏み出して,ふみだして,踏み出せる,ふみだせる,踏み出される,ふみだされる,踏み出させる,ふみださせる,踏み出させられる,ふみださせられる,踏み出そう,ふみだそう,踏み出せば,ふみだせば,踏み出したら,ふみだしたら,踏み出せ,ふみだせ,踏み出すな,ふみだすな
verb-0829,潜る,くぐる,潜る,7148,和,True,True,True,v5r,godan,ru,godan-って,intransitive,go under,go under | pass under | go through | pass through | dive (into or under the water) | evade | get around | slip past | survive | surmount,,"[{""reading"": ""もぐる"", ""rank_bccwj"": 7419, ""english_primary"": ""dive (into or under water)""}]",ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,潜る,くぐる,潜ります,くぐります,潜りました,くぐりました,潜りません,くぐりません,潜らない,くぐらない,潜った,くぐった,潜って,くぐって,潜れる,くぐれる,潜られる,くぐられる,潜らせる,くぐらせる,潜らせられる,くぐらせられる,潜ろう,くぐろう,潜れば,くぐれば,潜ったら,くぐったら,潜れ,くぐれ,潜るな,くぐるな
verb-0830,操る,あやつる,操る,7151,和,True,True,False,v5r,godan,ru,godan-って,transitive,manipulate,manipulate | operate | handle | operate (e.g. a machine) | steer (a ship) | have a good command of (a language) | be fluent in | operate a puppet | pull the strings of a puppet | mastermind | pull the strings | control from the shadows | play (a musical instrument),,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,操る,あやつる,操ります,あやつります,操りました,あやつりました,操りません,あやつりません,操らない,あやつらない,操った,あやつった,操って,あやつって,操れる,あやつれる,操られる,あやつられる,操らせる,あやつらせる,操らせられる,あやつらせられる,操ろう,あやつろう,操れば,あやつれば,操ったら,あやつったら,操れ,あやつれ,操るな,あやつるな
verb-0831,凝る,こる,凝る,7156,和,True,True,True,v5r,godan,ru,godan-って,intransitive,grow stiff,grow stiff | be absorbed in | be devoted to | be a fanatic | elaborate,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,凝る,こる,凝ります,こります,凝りました,こりました,凝りません,こりません,凝らない,こらない,凝った,こった,凝って,こって,凝れる,これる,凝られる,こられる,凝らせる,こらせる,凝らせられる,こらせられる,凝ろう,ころう,凝れば,これば,凝ったら,こったら,凝れ,これ,凝るな,こるな
verb-0832,丸める,まるめる,丸める,7160,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,make round,make round | roll up | curl up | seduce | cajole | explain away | round off (a fraction) | lump together,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,丸める,まるめる,丸めます,まるめます,丸めました,まるめました,丸めません,まるめません,丸めない,まるめない,丸めた,まるめた,丸めて,まるめて,丸められる,まるめられる,丸められる,まるめられる,丸めさせる,まるめさせる,丸めさせられる,まるめさせられる,丸めよう,まるめよう,丸めれば,まるめれば,丸めたら,まるめたら,丸めろ,まるめろ,丸めるな,まるめるな
verb-0833,衰える,おとろえる,衰える,7161,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,intransitive,become weak,become weak | decline | wear | abate | decay | wither | waste away,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,衰える,おとろえる,衰えます,おとろえます,衰えました,おとろえました,衰えません,おとろえません,衰えない,おとろえない,衰えた,おとろえた,衰えて,おとろえて,衰えられる,おとろえられる,衰えられる,おとろえられる,衰えさせる,おとろえさせる,衰えさせられる,おとろえさせられる,衰えよう,おとろえよう,衰えれば,おとろえれば,衰えたら,おとろえたら,衰えろ,おとろえろ,衰えるな,おとろえるな
verb-0834,赴く,おもむく,赴く,7162,和,False,True,False,v5k,godan,ku,godan-いて,intransitive,go in the direction of,"go in the direction of | proceed toward | proceed according to | repair to | betake oneself to | become | face (facts, circumstances, etc.) | abide by | agree to | consent to | obey",趣く | 趨く,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,赴く,おもむく,赴きます,おもむきます,赴きました,おもむきました,赴きません,おもむきません,赴かない,おもむかない,赴いた,おもむいた,赴いて,おもむいて,赴ける,おもむける,赴かれる,おもむかれる,赴かせる,おもむかせる,赴かせられる,おもむかせられる,赴こう,おもむこう,赴けば,おもむけば,赴いたら,おもむいたら,赴け,おもむけ,赴くな,おもむくな
verb-0835,敵う,かなう,敵う,7166,和,True,True,True,v5u,godan,u,godan-って,unspecified,come true (wish),come true (wish) | be suited | match (implies competition) | rival | bear (e.g. I can't bear the heat),叶う | 適う,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,敵う,かなう,敵います,かないます,敵いました,かないました,敵いません,かないません,敵わない,かなわない,敵った,かなった,敵って,かなって,敵える,かなえる,敵われる,かなわれる,敵わせる,かなわせる,敵わせられる,かなわせられる,敵おう,かなおう,敵えば,かなえば,敵ったら,かなったら,敵え,かなえ,敵うな,かなうな
verb-0836,汲む,くむ,汲む,7188,和,True,True,True,v5m,godan,mu,godan-んで,transitive,draw (water),draw (water) | ladle | dip | scoop | pump | have a drink together | consider | sympathize with | sympathise with,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,汲む,くむ,汲みます,くみます,汲みました,くみました,汲みません,くみません,汲まない,くまない,汲んだ,くんだ,汲んで,くんで,汲める,くめる,汲まれる,くまれる,汲ませる,くませる,汲ませられる,くませられる,汲もう,くもう,汲めば,くめば,汲んだら,くんだら,汲め,くめ,汲むな,くむな
