id,frequency_rank,source,source_id,source_rank,orthography,reading,romaji,english,verb_class,te_form_pattern,transitivity,register,example_ja,example_en
jv-1445,1445,kango_suru,kango-suru-0358,358,予想する,よそうする,yosou suru,expect,suru,suru-して,unspecified,standard,帰る前にもう一度予想した。,I thought about it once more before going home.
jv-1446,1446,native_bccwj,verb-0878,7610,凍る,こおる,kooru,freeze,ru,godan-って,intransitive,standard,寒い朝に水が凍った。,The water froze on the cold morning.
jv-1447,1447,slang,slang-0211,211,しばく,しばく,shibaku,beat up / smack,godan,godan-いて,unspecified,slang,彼は友だちを軽くしばいた。,He lightly smacked his friend.
jv-1448,1448,native_bccwj,verb-0879,7618,浸る,ひたる,hitaru,be soaked in,ru,godan-って,intransitive,standard,昔の思い出に浸った。,I soaked myself in old memories.
jv-1449,1449,native_bccwj,verb-0880,7624,出向く,でむく,demuku,go to,ku,godan-いて,intransitive,standard,朝、駅まで出向いた。,I went to the station in the morning.
jv-1450,1450,kango_suru,kango-suru-0359,359,推定する,すいていする,suitei suru,estimate,suru,suru-して,unspecified,standard,人数を百人と推定した。,I estimated the number of people at one hundred.
jv-1451,1451,native_bccwj,verb-0881,7629,惜しむ,おしむ,oshimu,be frugal,mu,godan-んで,transitive,standard,彼は別れを惜しんだ。,He regretted having to part.
jv-1452,1452,native_bccwj,verb-0882,7632,遠ざかる,とおざかる,toozakaru,go away,ru,godan-って,intransitive,standard,朝、駅まで遠ざかった。,I went to the station in the morning.
jv-1453,1453,native_bccwj,verb-0883,7634,放す,はなす,hanasu,release,su,godan-して,transitive,standard,鳥を空へ放した。,I released the bird into the sky.
jv-1454,1454,kango_suru,kango-suru-0360,360,推理する,すいりする,suiri suru,infer,suru,suru-して,unspecified,standard,答えを話から推理した。,I inferred the answer from the story.
jv-1455,1455,native_bccwj,verb-0884,7655,逃す,のがす,nogasu,let loose,su,godan-して,transitive,standard,大事なチャンスを逃した。,I missed an important chance.
jv-1456,1456,native_bccwj,verb-0885,7658,寄越す,よこす,yokosu,send,su,godan-して,transitive,standard,先生にメールを寄越した。,I sent an email to the teacher.
jv-1457,1457,native_bccwj,verb-0886,7660,追い出す,おいだす,oidasu,expel,su,godan-して,transitive,standard,先生は学生を教室から追い出した。,The teacher expelled the student from the classroom.
jv-1458,1458,slang,slang-0212,212,ぬかす,ぬかす,nukasu,spout,godan,godan-して,unspecified,slang,彼は失礼なことをぬかした。,He spouted something rude.
jv-1459,1459,native_bccwj,verb-0887,7663,退く,しりぞく,shirizoku,step back,ku,godan-いて,intransitive,standard,彼は一歩退いた。,He stepped back one step.
jv-1460,1460,kango_suru,kango-suru-0361,361,決断する,けつだんする,ketsudan suru,decide,suru,suru-して,unspecified,standard,会で次の予定を決断した。,We decided the next plan at the meeting.
jv-1461,1461,native_bccwj,verb-0888,7688,引き下げる,ひきさげる,hikisageru,pull down,ichidan_ru,ichidan-て,transitive,standard,重いドアを引き下げた。,I pulled the heavy door.
jv-1462,1462,native_bccwj,verb-0889,7695,仕入れる,しいれる,shiireru,lay in stock,ichidan_ru,ichidan-て,transitive,standard,店は新しい商品を仕入れた。,The shop stocked new goods.
jv-1463,1463,native_bccwj,verb-0890,7702,暴れる,あばれる,abareru,act violently,ichidan_ru,ichidan-て,intransitive,standard,子どもが店で暴れた。,The child acted violently in the shop.
jv-1464,1464,kango_suru,kango-suru-0362,362,決着する,けっちゃくする,ketchaku suru,be settled,suru,suru-して,unspecified,standard,けんかは夕方に決着した。,The fight was settled in the evening.
jv-1465,1465,slang,slang-0213,213,ほざく,ほざく,hozaku,mouth off,godan,godan-いて,unspecified,slang,彼はまた変なことをほざいた。,He mouthed off with something weird again.
jv-1466,1466,native_bccwj,verb-0891,7715,嗅ぐ,かぐ,kagu,sniff,gu,godan-いで,transitive,standard,犬が花を嗅いだ。,The dog sniffed the flower.
jv-1467,1467,native_bccwj,verb-0892,7721,蓄える,たくわえる,takuwaeru,store,ichidan_ru,ichidan-て,transitive,standard,水を蓄えた。,I stored water.
jv-1468,1468,native_bccwj,verb-0893,7730,取り囲む,とりかこむ,torikakomu,surround,mu,godan-んで,transitive,standard,みんなで机を取り囲んだ。,We surrounded the desk.
jv-1469,1469,kango_suru,kango-suru-0363,363,実感する,じっかんする,jikkan suru,feel keenly,suru,suru-して,unspecified,standard,その話を聞いて少し実感した。,I felt a little after hearing that story.
jv-1470,1470,native_bccwj,verb-0894,7740,取り替える,とりかえる,torikaeru,exchange,ichidan_ru,ichidan-て,transitive,standard,古い電池を新しい物と取り替えた。,I exchanged the old battery for a new one.
jv-1471,1471,native_bccwj,verb-0895,7742,突き付ける,つきつける,tsukitsukeru,thrust before,ichidan_ru,ichidan-て,transitive,standard,彼は紙を私に突き付けた。,He thrust the paper before me.
jv-1472,1472,native_bccwj,verb-0896,7750,積み上げる,つみあげる,tsumiageru,pile up,ichidan_ru,ichidan-て,transitive,standard,皿を静かに積み上げた。,I piled up the plates quietly.
jv-1473,1473,native_bccwj,verb-0897,7751,悩ます,なやます,nayamasu,afflict,su,godan-して,transitive,standard,授業で悩ました。,I afflicted in class.
jv-1474,1474,native_bccwj,verb-0898,7752,賑わう,にぎわう,nigiwau,prosper,u,godan-って,intransitive,standard,祭りで町が賑わった。,The town was lively because of the festival.
jv-1475,1475,slang,slang-0214,214,ふざける,ふざける,fuzakeru,mess around,ichidan,ichidan-て,unspecified,colloquial,授業中に少しふざけた。,I messed around a little during class.
jv-1476,1476,kango_suru,kango-suru-0364,364,実践する,じっせんする,jissen suru,put into practice,suru,suru-して,unspecified,standard,テストの前に実践した。,I studied before the test.
jv-1477,1477,kango_suru,kango-suru-0365,365,実施する,じっしする,jisshi suru,implement,suru,suru-して,unspecified,standard,新しいルールを実施した。,We implemented a new rule.
jv-1478,1478,native_bccwj,verb-0899,7792,見合う,みあう,miau,exchange glances,u,godan-って,unspecified,standard,古い電池を新しい物と見合った。,I exchanged the old battery for a new one.
jv-1479,1479,slang,slang-0215,215,ぶっちゃける,ぶっちゃける,butchakeru,speak frankly,ichidan,ichidan-て,unspecified,slang,友だちに本音をぶっちゃけた。,I spoke frankly to my friend.
jv-1480,1480,native_bccwj,verb-0900,7818,俯く,うつむく,utsumuku,hang one's head in shame,ku,godan-いて,unspecified,standard,夕方、駅に俯いた。,I headed to the station in the evening.
jv-1481,1481,kango_suru,kango-suru-0366,366,開催する,かいさいする,kaisai suru,hold,suru,suru-して,unspecified,standard,重いかばんを駅まで開催した。,I carried a heavy bag to the station.
jv-1482,1482,native_bccwj,verb-0901,7834,駆ける,かける,kakeru,"run (race, esp. horse)",ichidan_ru,ichidan-て,intransitive,standard,朝、公園で駆けた。,I exercised in the park in the morning.
jv-1483,1483,kango_suru,kango-suru-0367,367,開発する,かいはつする,kaihatsu suru,develop,suru,suru-して,unspecified,standard,新しいアプリを開発した。,I developed a new app.
jv-1484,1484,slang,slang-0216,216,からかう,からかう,karakau,tease,godan,godan-って,unspecified,colloquial,弟を軽くからかった。,I lightly teased my younger brother.
jv-1485,1485,native_bccwj,verb-0902,7856,零す,こぼす,kobosu,spill,su,godan-して,transitive,standard,授業で零した。,I spilled in class.
jv-1486,1486,native_bccwj,verb-0903,7859,解ける,とける,tokeru,be solved,ichidan_ru,ichidan-て,intransitive,standard,難しい問題が解けた。,The difficult problem was solved.
jv-1487,1487,kango_suru,kango-suru-0368,368,開業する,かいぎょうする,kaigyou suru,open a business,suru,suru-して,unspecified,standard,朝、店が早く開業した。,The shop opened early in the morning.
jv-1488,1488,native_bccwj,verb-0904,7880,夢見る,ゆめみる,yumemiru,dream (of),ichidan_ru,ichidan-て,transitive,standard,将来の仕事を夢見た。,I dreamed of my future job.
jv-1489,1489,slang,slang-0217,217,けなす,けなす,kenasu,put down,godan,godan-して,unspecified,colloquial,机の上にメモをけなした。,I put a memo on the desk.
jv-1490,1490,native_bccwj,verb-0905,7901,深まる,ふかまる,fukamaru,deepen,ru,godan-って,intransitive,standard,授業で深まった。,I deepened in class.
jv-1491,1491,kango_suru,kango-suru-0369,369,開校する,かいこうする,kaikou suru,open a school,suru,suru-して,unspecified,standard,朝、店が早く開校した。,The shop opened early in the morning.
jv-1492,1492,native_bccwj,verb-0906,7912,考え込む,かんがえこむ,kangaekomu,ponder,mu,godan-んで,intransitive,standard,答えを長く考え込んだ。,I pondered the answer for a long time.
jv-1493,1493,native_bccwj,verb-0907,7928,諮る,はかる,hakaru,consult with,ru,godan-って,transitive,standard,学校のことで先生に諮った。,I consulted the teacher about school.
jv-1494,1494,native_bccwj,verb-0908,7929,働き掛ける,はたらきかける,hatarakikakeru,work on someone,ichidan_ru,ichidan-て,transitive,standard,兄は駅の近くで働き掛けた。,My brother worked near the station.
jv-1495,1495,kango_suru,kango-suru-0370,370,開通する,かいつうする,kaitsuu suru,open to traffic,suru,suru-して,unspecified,standard,朝、店が早く開通した。,The shop opened early in the morning.
jv-1496,1496,slang,slang-0218,218,イジる,いじる,ijiru,rib; toy with,godan,godan-って,unspecified,slang,友だちを軽くイジった。,I lightly ribbed my friend.
jv-1497,1497,kango_suru,kango-suru-0371,371,開封する,かいふうする,kaifuu suru,open and unseal,suru,suru-して,unspecified,standard,朝、店が早く開封した。,The shop opened early in the morning.
jv-1498,1498,native_bccwj,verb-0909,7976,競う,きそう,kisou,compete with,u,godan-って,intransitive,standard,会で相手に強く競った。,Someone pushed back hard in the meeting.
jv-1499,1499,native_bccwj,verb-0910,7980,見合わせる,みあわせる,miawaseru,exchange glances,ichidan_ru,ichidan-て,unspecified,standard,古い電池を新しい物と見合わせた。,I exchanged the old battery for a new one.
jv-1500,1500,kango_suru,kango-suru-0372,372,再開する,さいかいする,saikai suru,resume,suru,suru-して,unspecified,standard,数字を再開した。,I calculated the numbers.
jv-1501,1501,native_bccwj,verb-0911,7994,連なる,つらなる,tsuranaru,extend,ru,godan-って,intransitive,standard,山が遠くまで連なった。,The mountains stretched far into the distance.
jv-1502,1502,slang,slang-0219,219,エアプする,えあぷする,eapu suru,talk about something you don't actually play/use,suru,suru-して,unspecified,gaming,未プレイなのにエアプした。,I talked about it even though I had not played it.
jv-1503,1503,kango_suru,kango-suru-0373,373,再開発する,さいかいはつする,saikaihatsu suru,redevelop,suru,suru-して,unspecified,standard,古い家を再開発した。,We worked on the old house.
jv-1504,1504,native_bccwj,verb-0912,8019,睨み付ける,にらみつける,niramitsukeru,glare at,ichidan_ru,ichidan-て,transitive,standard,相手を睨み付けた。,I glared at at the other person.
jv-1505,1505,native_bccwj,verb-0913,8021,見分ける,みわける,miwakeru,distinguish,ichidan_ru,ichidan-て,transitive,standard,授業で見分けた。,I distinguished in class.
jv-1506,1506,native_bccwj,verb-0914,8032,隔てる,へだてる,hedateru,"separate (by distance, time, etc.)",ichidan_ru,ichidan-て,transitive,standard,二つの箱を隔てた。,I separated the two boxes.
jv-1507,1507,native_bccwj,verb-0915,8037,送り込む,おくりこむ,okurikomu,send in,mu,godan-んで,transitive,standard,先生にメールを送り込んだ。,I sent an email to the teacher.
jv-1508,1508,native_bccwj,verb-0916,8040,投げ出す,なげだす,nagedasu,throw down,su,godan-して,transitive,standard,古いボールを遠くへ投げ出した。,I threw the old ball far away.
jv-1509,1509,kango_suru,kango-suru-0374,374,再建する,さいけんする,saiken suru,rebuild,suru,suru-して,unspecified,standard,古い家を再建した。,We worked on the old house.
jv-1510,1510,slang,slang-0220,220,知ったかする,しったかする,shittaka suru,pretend to know,suru,suru-して,unspecified,slang,ニュースでその名前を知ったかした。,I learned that name from the news.
jv-1511,1511,native_bccwj,verb-0917,8057,勝る,まさる,masaru,excel,ru,godan-って,intransitive,standard,彼は計算で私に勝った。,He excelled over me at calculation.
jv-1512,1512,native_bccwj,verb-0918,8067,悲しむ,かなしむ,kanashimu,be sad,mu,godan-んで,transitive,standard,別れを悲しんだ。,I was sad about the farewell.
jv-1513,1513,kango_suru,kango-suru-0375,375,再編する,さいへんする,saihen suru,reorganize,suru,suru-して,unspecified,standard,チームを再編した。,We reorganized the team.
jv-1514,1514,slang,slang-0221,221,マジレスする,まじれすする,majiresu suru,give a serious reply,suru,suru-して,unspecified,internet,先生は学生にヒントをマジレスした。,The teacher gave the student a hint.
jv-1515,1515,kango_suru,kango-suru-0376,376,再編成する,さいへんせいする,saihensei suru,reorganize,suru,suru-して,unspecified,standard,授業で再編成した。,I reorganized in class.
jv-1516,1516,native_bccwj,verb-0919,8100,押し寄せる,おしよせる,oshiyoseru,advance on,ichidan_ru,ichidan-て,intransitive,standard,計画は少しずつ押し寄せた。,The plan moved forward little by little.
jv-1517,1517,native_bccwj,verb-0920,8107,摘む,つまむ,tsumamu,pinch,mu,godan-んで,transitive,standard,指で紙を摘んだ。,I pinched the paper with my fingers.
jv-1518,1518,native_bccwj,verb-0921,8117,寛ぐ,くつろぐ,kutsurogu,relax,gu,godan-いで,unspecified,standard,家でゆっくり寛いだ。,I relaxed slowly at home.
jv-1519,1519,kango_suru,kango-suru-0377,377,再利用する,さいりようする,sairiyou suru,reuse,suru,suru-して,unspecified,standard,古い箱を再利用した。,I reused the old box.
jv-1520,1520,native_bccwj,verb-0922,8125,見知る,みしる,mishiru,recognise,ru,godan-って,transitive,standard,その人の顔を見知った。,I recognized that person’s face.
jv-1521,1521,native_bccwj,verb-0923,8131,被る,こうむる,koumuru,suffer,ru,godan-って,transitive,standard,授業で被った。,I suffered in class.
jv-1522,1522,slang,slang-0222,222,クソコラする,くそこらする,kusokora suru,make a crap collage,suru,suru-して,unspecified,internet,週末に新しい物をクソコラした。,I made something new on the weekend.
jv-1523,1523,kango_suru,kango-suru-0378,378,再確認する,さいかくにんする,saikakunin suru,reconfirm,suru,suru-して,unspecified,standard,出る前に時間を再確認した。,I verified the time before leaving.
jv-1524,1524,native_bccwj,verb-0924,8156,しがみ付く,しがみつく,shigamitsuku,cling,ku,godan-いて,unspecified,standard,授業でしがみ付いた。,I clinged in class.
jv-1525,1525,native_bccwj,verb-0925,8164,適う,かなう,kanau,come true (wish),u,godan-って,unspecified,standard,友だちが昼ごろ家に適った。,My friend came to my house around noon.
jv-1526,1526,native_bccwj,verb-0926,8177,盛り上げる,もりあげる,moriageru,pile up,ichidan_ru,ichidan-て,transitive,standard,友だちが会を盛り上げた。,My friend livened up the meeting.
jv-1527,1527,native_bccwj,verb-0927,8181,薄れる,うすれる,usureru,fade,ichidan_ru,ichidan-て,intransitive,standard,授業で薄れた。,I faded in class.
jv-1528,1528,kango_suru,kango-suru-0379,379,再検討する,さいけんとうする,saikentou suru,reconsider,suru,suru-して,unspecified,standard,計画をもう一度再検討した。,I reconsidered the plan once more.
jv-1529,1529,slang,slang-0223,223,被弾する,ひだんする,hidan suru,catch strays / take damage,suru,suru-して,unspecified,internet,警察は男を被弾した。,The police caught the man.
jv-1530,1530,native_bccwj,verb-0928,8198,乗り切る,のりきる,norikiru,weather,ru,godan-って,intransitive,standard,忙しい週を乗り切った。,I got through the busy week.
jv-1531,1531,kango_suru,kango-suru-0380,380,再評価する,さいひょうかする,saihyouka suru,reevaluate,suru,suru-して,unspecified,standard,先生は答えを再評価した。,The teacher judged the answer.
jv-1532,1532,native_bccwj,verb-0929,8219,零れる,こぼれる,koboreru,spill,ichidan_ru,ichidan-て,intransitive,standard,水がコップから零れた。,Water spilled from the cup.
jv-1533,1533,native_bccwj,verb-0930,8233,割り当てる,わりあてる,wariateru,assign,ichidan_ru,ichidan-て,transitive,standard,先生は役を学生に割り当てた。,The teacher assigned roles to the students.
jv-1534,1534,kango_suru,kango-suru-0381,381,再発する,さいはつする,saihatsu suru,recur,suru,suru-して,unspecified,standard,授業で再発した。,I recured in class.
jv-1535,1535,slang,slang-0224,224,巻き込む,まきこむ,makikomu,drag someone in,godan,godan-んで,unspecified,slang,弟をけんかに巻き込んだ。,I dragged my younger brother into the fight.
jv-1536,1536,native_bccwj,verb-0931,8244,凌ぐ,しのぐ,shinogu,endure,gu,godan-いで,transitive,standard,最後まで凌いだ。,I endured it until the end.
jv-1537,1537,native_bccwj,verb-0932,8248,偏る,かたよる,katayoru,be one-sided,ru,godan-って,intransitive,standard,意見が一方に偏った。,The opinions leaned to one side.
jv-1538,1538,native_bccwj,verb-0933,8255,弱る,よわる,yowaru,weaken,ru,godan-って,intransitive,standard,病気で体が弱った。,My body weakened because of illness.
jv-1539,1539,native_bccwj,verb-0934,8257,恨む,うらむ,uramu,resent,mu,godan-んで,transitive,standard,彼は友だちを恨んだ。,He resented his friend.
jv-1540,1540,native_bccwj,verb-0935,8263,垂らす,たらす,tarasu,dribble,su,godan-して,transitive,standard,水を少し垂らした。,I dribbled a little water.
jv-1541,1541,kango_suru,kango-suru-0382,382,復旧する,ふっきゅうする,fukkyuu suru,restore service,suru,suru-して,unspecified,standard,壊れた時計を復旧した。,I fixed the broken clock.
jv-1542,1542,native_bccwj,verb-0936,8269,匂う,におう,niou,be fragrant,u,godan-って,intransitive,standard,花がよく匂った。,The flowers smelled nice.
jv-1543,1543,slang,slang-0225,225,巻き込まれる,まきこまれる,makikomareru,get dragged in,ichidan,ichidan-て,unspecified,slang,友だちから本を巻き込まれた。,I received a book from my friend.
jv-1544,1544,kango_suru,kango-suru-0383,383,復興する,ふっこうする,fukkou suru,reconstruct,suru,suru-して,unspecified,standard,古い家を復興した。,We worked on the old house.
jv-1545,1545,kango_suru,kango-suru-0384,384,復元する,ふくげんする,fukugen suru,restore,suru,suru-して,unspecified,standard,壊れた時計を復元した。,I fixed the broken clock.
jv-1546,1546,slang,slang-0226,226,飛び火する,とびひする,tobihi suru,spread / catch strays,suru,suru-して,unspecified,internet,警察は男を飛び火した。,The police caught the man.
jv-1547,1547,native_bccwj,verb-0937,8343,差し引く,さしひく,sashihiku,deduct,ku,godan-いて,both,standard,送料を値段から差し引いた。,I deducted shipping from the price.
jv-1548,1548,kango_suru,kango-suru-0385,385,復活する,ふっかつする,fukkatsu suru,revive,suru,suru-して,unspecified,standard,古い人気が復活した。,The old popularity revived.
jv-1549,1549,kango_suru,kango-suru-0386,386,復帰する,ふっきする,fukki suru,return,suru,suru-して,unspecified,standard,チームに復帰した。,I returned to the team.
jv-1550,1550,slang,slang-0227,227,空回りする,からまわりする,karamawari suru,go nowhere awkwardly,suru,suru-して,unspecified,colloquial,朝、駅まで空回りした。,I went to the station in the morning.
jv-1551,1551,native_bccwj,verb-0938,8392,映し出す,うつしだす,utsushidasu,project,su,godan-して,transitive,standard,画面に写真を映し出した。,I projected the photo on the screen.
jv-1552,1552,native_bccwj,verb-0939,8397,痛める,いためる,itameru,hurt,ichidan_ru,ichidan-て,transitive,standard,昨日、体の調子が悪くて痛めた。,I felt unwell yesterday.
jv-1553,1553,native_bccwj,verb-0940,8400,立ち入る,たちいる,tachiiru,enter,ru,godan-って,intransitive,standard,先生の後で教室に立ち入った。,I entered the classroom after the teacher.
jv-1554,1554,kango_suru,kango-suru-0387,387,復職する,ふくしょくする,fukushoku suru,return to work,suru,suru-して,unspecified,standard,父は仕事に復職した。,My father returned to work.
jv-1555,1555,native_bccwj,verb-0941,8421,綴る,つづる,tsuzuru,spell,ru,godan-って,transitive,standard,授業で綴った。,I spelled in class.
jv-1556,1556,native_bccwj,verb-0942,8424,滅ぼす,ほろぼす,horobosu,destroy,su,godan-して,transitive,standard,古い箱を滅ぼした。,I smashed the old box.
jv-1557,1557,slang,slang-0228,228,噛み合う,かみあう,kamiau,click together,godan,godan-って,unspecified,colloquial,二人の話が噛み合った。,The two people’s stories clicked together.
jv-1558,1558,kango_suru,kango-suru-0388,388,中止する,ちゅうしする,chuushi suru,cancel,suru,suru-して,unspecified,standard,雨で試合を中止した。,We canceled the match because of rain.
jv-1559,1559,native_bccwj,verb-0943,8446,強張る,こわばる,kowabaru,stiffen,ru,godan-って,intransitive,standard,授業で強張った。,I stiffened in class.
jv-1560,1560,kango_suru,kango-suru-0389,389,中断する,ちゅうだんする,chuudan suru,interrupt,suru,suru-して,unspecified,standard,大きな音が授業を中断した。,A loud noise interrupted the class.
jv-1561,1561,native_bccwj,verb-0944,8466,走り回る,はしりまわる,hashirimawaru,run around,ru,godan-って,intransitive,standard,朝、公園で走り回った。,I exercised in the park in the morning.
jv-1562,1562,native_bccwj,verb-0945,8469,孵る,かえる,kaeru,hatch out,ru,godan-って,intransitive,standard,春にひなが孵った。,The chicks hatched in spring.
jv-1563,1563,slang,slang-0229,229,顔出しする,かおだしする,kaodashi suru,show your face online,suru,suru-して,unspecified,internet,夕方、駅に顔出しした。,I headed to the station in the evening.
jv-1564,1564,kango_suru,kango-suru-0390,390,中継する,ちゅうけいする,chuukei suru,relay,suru,suru-して,unspecified,standard,試合をテレビで中継した。,They relayed the game on TV.
jv-1565,1565,native_bccwj,verb-0946,8497,踏み切る,ふみきる,fumikiru,make a bold start,ru,godan-って,transitive,standard,週末に新しい物を踏み切った。,I made something new on the weekend.
jv-1566,1566,native_bccwj,verb-0947,8507,取り纏める,とりまとめる,torimatomeru,collect,ichidan_ru,ichidan-て,transitive,standard,旅行の前に情報を取り纏めた。,I collected information before the trip.
jv-1567,1567,kango_suru,kango-suru-0391,391,中傷する,ちゅうしょうする,chuushou suru,slander,suru,suru-して,unspecified,standard,授業で中傷した。,I slandered in class.
jv-1568,1568,native_bccwj,verb-0948,8523,見受ける,みうける,miukeru,catch sight of,ichidan_ru,ichidan-て,transitive,standard,警察は男を見受けた。,The police caught the man.
jv-1569,1569,native_bccwj,verb-0949,8532,知らす,しらす,shirasu,inform,su,godan-して,unspecified,standard,友だちに短く知らした。,I informed it briefly to my friend.
jv-1570,1570,slang,slang-0230,230,馴れ合いする,なれあいする,nareai suru,do cliquey mutual backscratching,suru,suru-して,unspecified,internet,SNSで馴れ合いした。,I do cliquey mutual backscratching on social media.
jv-1571,1571,native_bccwj,verb-0950,8538,躱す,かわす,kawasu,dodge,su,godan-して,transitive,standard,ボールを躱した。,I dodged the ball.
jv-1572,1572,native_bccwj,verb-0951,8543,撥ねる,はねる,haneru,hit (e.g. to have a car hit someone),ichidan_ru,ichidan-て,transitive,standard,車が自転車を撥ねた。,A car hit a bicycle.
jv-1573,1573,native_bccwj,verb-0952,8544,省く,はぶく,habuku,omit,ku,godan-いて,transitive,standard,難しい説明を省いた。,I omitted the difficult explanation.
jv-1574,1574,kango_suru,kango-suru-0392,392,中和する,ちゅうわする,chuuwa suru,neutralize,suru,suru-して,unspecified,standard,強いにおいを中和した。,I neutralized the strong smell.
jv-1575,1575,native_bccwj,verb-0953,8564,任す,まかす,makasu,entrust,su,godan-して,transitive,standard,仕事を友だちに任した。,I entrusted the task to a friend.
jv-1576,1576,native_bccwj,verb-0954,8569,仕上がる,しあがる,shiagaru,be finished,ru,godan-って,intransitive,standard,料理がきれいに仕上がった。,The dish was finished nicely.
jv-1577,1577,native_bccwj,verb-0955,8571,取り付く,とりつく,toritsuku,cling to,ku,godan-いて,intransitive,standard,授業で取り付いた。,I clinged to in class.
jv-1578,1578,kango_suru,kango-suru-0393,393,短縮する,たんしゅくする,tanshuku suru,shorten,suru,suru-して,unspecified,standard,画像を少し短縮した。,I shortened the image a little.
jv-1579,1579,slang,slang-0231,231,タクる,たくる,takuru,take a taxi,godan,godan-って,unspecified,colloquial,かばんから本をタクった。,I took a book out of my bag.
jv-1580,1580,native_bccwj,verb-0956,8596,乗り換える,のりかえる,norikaeru,transfer (trains),ichidan_ru,ichidan-て,transitive,standard,授業で乗り換えた。,I transferred in class.
jv-1581,1581,kango_suru,kango-suru-0394,394,延長する,えんちょうする,enchou suru,extend,suru,suru-して,unspecified,standard,授業を十分延長した。,We extended class by ten minutes.
jv-1582,1582,native_bccwj,verb-0957,8613,歪める,ゆがめる,yugameru,bend,ichidan_ru,ichidan-て,transitive,standard,彼は事実を歪めた。,He distorted the facts.
jv-1583,1583,native_bccwj,verb-0958,8617,積もる,つもる,tsumoru,pile up,ru,godan-って,unspecified,standard,皿を静かに積もった。,I piled up the plates quietly.
jv-1584,1584,native_bccwj,verb-0959,8618,問い掛ける,といかける,toikakeru,ask a question,ichidan_ru,ichidan-て,transitive,standard,授業の後で先生に問い掛けた。,I asked the teacher after class.
jv-1585,1585,native_bccwj,verb-0960,8622,買い取る,かいとる,kaitoru,buy,ru,godan-って,transitive,standard,駅の店で水を買い取った。,I bought water at the station shop.
jv-1586,1586,slang,slang-0232,232,ファボる,ふぁぼる,faboru,favorite a post,godan,godan-って,unspecified,internet,友だちの投稿にファボった。,I liked my friend’s post.
jv-1587,1587,kango_suru,kango-suru-0395,395,延期する,えんきする,enki suru,postpone,suru,suru-して,unspecified,standard,雨で試合を延期した。,We postponed the match because of rain.
jv-1588,1588,native_bccwj,verb-0961,8637,滅びる,ほろびる,horobiru,be ruined,ichidan_ru,ichidan-て,intransitive,standard,古い国が滅びた。,The old country was ruined.
jv-1589,1589,native_bccwj,verb-0962,8648,流れ込む,ながれこむ,nagarekomu,flow into,mu,godan-んで,intransitive,standard,水が川へ流れ込んだ。,Water flowed into the river.
jv-1590,1590,native_bccwj,verb-0963,8656,澄ます,すます,sumasu,clear,su,godan-して,transitive,standard,授業で澄ました。,I cleared in class.
jv-1591,1591,kango_suru,kango-suru-0396,396,延滞する,えんたいする,entai suru,fall behind on payment,suru,suru-して,unspecified,standard,階段でかばんが延滞した。,My bag fell on the stairs.
jv-1592,1592,native_bccwj,verb-0964,8670,成し遂げる,なしとげる,nashitogeru,accomplish,ichidan_ru,ichidan-て,transitive,standard,約束を成し遂げた。,I fulfilled my promise.
jv-1593,1593,slang,slang-0233,233,タグる,たぐる,taguru,search by tag,godan,godan-って,unspecified,internet,SNSでタグをタグった。,I searched by tag on social media.
jv-1594,1594,native_bccwj,verb-0965,8684,纏わる,まつわる,matsuwaru,be related to,ru,godan-って,intransitive,standard,その話は仕事に纏わった。,That story was connected to work.
jv-1595,1595,kango_suru,kango-suru-0397,397,遅刻する,ちこくする,chikoku suru,be late,suru,suru-して,unspecified,standard,電車が雨で遅刻した。,The train was late because of rain.
jv-1596,1596,native_bccwj,verb-0966,8694,啜る,すする,su suru,sip,ru,godan-って,transitive,standard,熱いお茶を少し啜った。,I sipped the hot tea a little.
jv-1597,1597,native_bccwj,verb-0967,8712,止す,よす,yosu,cease,su,godan-して,transitive,standard,夕方に雨が止した。,The rain stopped in the evening.
jv-1598,1598,kango_suru,kango-suru-0398,398,早退する,そうたいする,soutai suru,leave early,suru,suru-して,unspecified,standard,朝早く家を早退した。,I left home early in the morning.
jv-1599,1599,native_bccwj,verb-0968,8723,請う,こう,kou,beg,u,godan-って,transitive,standard,彼は助けを請うた。,He begged for help.
jv-1600,1600,slang,slang-0234,234,チルる,ちるる,chiruru,chill,godan,godan-って,unspecified,slang,海で友だちとチルった。,I chilled with friends by the sea.
jv-1601,1601,kango_suru,kango-suru-0399,399,欠航する,けっこうする,kekkou suru,be cancelled,suru,suru-して,unspecified,standard,台風で飛行機が欠航した。,The flight was canceled because of the typhoon.
jv-1602,1602,native_bccwj,verb-0969,8772,手放す,てばなす,tebanasu,let go of,su,godan-して,transitive,standard,朝、駅まで手放した。,I went to the station in the morning.
jv-1603,1603,kango_suru,kango-suru-0400,400,欠品する,けっぴんする,keppin suru,be out of stock,suru,suru-して,unspecified,standard,店で牛乳が欠品した。,The milk was out of stock at the shop.
jv-1604,1604,native_bccwj,verb-0970,8783,座り込む,すわりこむ,suwarikomu,sit down (and bask),mu,godan-んで,intransitive,standard,窓のそばに座り込んだ。,I sat by the window.
jv-1605,1605,slang,slang-0235,235,デレる,でれる,dereru,go soft; get lovey-dovey,ichidan,ichidan-て,unspecified,slang,朝、駅までデレた。,I went to the station in the morning.
jv-1606,1606,native_bccwj,verb-0971,8785,煮込む,にこむ,nikomu,cook together,mu,godan-んで,intransitive,standard,夜、母と煮込んだ。,I cooked with my mother at night.
